review,별점
좋아하는 배우들이라서 그냥 가볍게 볼만한 정도.,6
"완뱍한 스토리, 역시는 역시다",10
분위기가 취향저격임 노래 기가막힘,6
쓸 애기 중에 쓸 애기무료 배포하는 것도 죄스럽게 생각해야될 수준인데이 따위 쓰레기를 돈 받고 팔 생각을하네,1
보는ㄴㄴㄴ낸ㄴㄴ내개빡침 일터생각나네요 아무생각엊ㅅ이 전화해서 짜증내는 아줌마아저씨들,8
블랙 아담에서는 쓸데없이 낄끼빠빠 못하는 키보드타는 잼민이랑 지 어마이때문에 ㅈ망했는데... 이번 영화는 주인공이 맛탱이가 간 영화네... DC는 우짜누...,2
진짜 너무 재밌게 봤는데 마지막에 눈물 쪼끔 ㅠ,9
생각없이 보기좋고 기분좋은 웃음 포인트들이 많았어요~기준을 넘 높게 보지말고 편안하게 시청하시기엔 괜찮은 영화예요~마지막 엔딩 ㅋㅋ대박~,10
대통령부터 갈아엎자 좋빠가,10
영화를 사랑하는 이들에게원초적인 감성을 두드릴 영화,9
"영화 자체는 재미있고 그럭저럭 시간내서,돈내서 볼만한 영화라고 생각함. 흔히 사람들이 생각하는 지진이 일어나는 과정은 수렴형 경계, 보존형 경계처럼 과학적인 원리를 통해 일어난다고 알고 있는데 지진이 일어나는 과정을 재밌게 참신하게 해석함.그리고 소타가 주문을 외울 때 약간 오글거린다는 평이 많은데 그 주문을 외우고 열쇠를 꽃는 과정에서 과거 재해 발생 전 사람들의 평화로운 모습을 통해서 지진을 겪은 사람들도 모두 주위에서 볼 수 있는 화목하고 평화로운 가정과 한 사람, 한 사람의 소중한 인생이 있었다는 걸 알려주는 장면이기에 작가가 자연 재해의 피해를 입은 희생자들을 잊지 말자는 메시지를 전달하려는 것이라 생각됨.하지만 중, 후반부에 가면 갈수록 약간 이해가 안가는 장면이 많이 생김. 예를  들어서 다이진이 작중 내내 악역처럼 나온다는 점, 물론 소타의 할아버지 이후로 좋은 캐릭터라는 떡밥이 계속 나오긴 했으나 도쿄 지진이 일어나기 직전에는 대놓고 사람들이 죽을거라며 웃는 등 작가가 너무 의도적으로 사악하게 표현하고 마지막에는 좋은 캐릭터로 만들어버려서 작가가 사람들의 반전이란 평가를 기대한 것 같음. 그리고 그냥 처음부터 잡혀서 봉인석이 되었으면 안되는건가 싶기도 함. 그리고 가면 갈수록 작가가 전하고 싶었던 메시지가 소타와 스즈메의 사랑 전개로 가게되어 작품의 본 목적이었던 내용이 희석되는 듯한 느낌을 받았고 초 중반의 좋은 스토리 전개와 명작같은 느낌이 후반부에는 그냥 평범한 사랑이야기,b급 작품이 되어버림 다소 아쉬움, 무엇보다 봉인석 꽃는 연출이..너무 액션 만화가 되어버림",6
신고,7
진짜 1점 알바 엄청 많네 그 잘나신 평론가들이 지들 의견 사실화할라고 알바겁나쓰네 ㅋㅋㅋㅋ 직접 꼭 보세요 저런 사람들이 하는말 들을 필요도없습니다 이정도면 잘 만들었구만 뭘 아무튼 지들인생이나 잘 신경쓰길 영화제대로 보지도않고 뭔 인맥 자랑이니 뭐니 너희들은 그정도 인맥이라도있니? 아무튼 시기 질투하는 사람들 찌질하다,10
정말 많은 감동을 받은영화입니다대한민국 만세!!,10
뭐 이리 재미가 없는지ㅋㅋㅋ 빌런을 응원할 줄이야ㅋㅋ,4
마지막이 다 살렸다.,9
실망시키지 않았음재미있게 잘 보았다,8
친일파들이보고  묻지마평점준듯하다.이따위것을 극장에서상영을? 다큰딸이보자고하여 억지로봤지만 욕만 나온다.돈버리고 시간버리고 말못할스트레스받고예전 센과치로히 행불.이웃집토토로.등등미야쟈키하야오생각하면 안됩니다.이따위 왕저질영화 보지마세요 이러니 더보고싶다고요? 그렇다면 맘대로 최악입니다다시말하지만 평점후하게준 인간들 그따위로살지마세요,1
엥? 하고보다보니 엥.. 하고 끝남,6
중반까지는 좋았는데 결말이 좀 아쉽다 억지로 몰고가는 느낌이다,6
신고,2
감동스럽고 재미납니다~,10
신고,10
"사실 큰 기대 없이 간 영화였는데, 초반 장면부터 꽤 좋았던 영화.원작은 요약클립으로만 살짝 봤었는데, 이 영화는 민용근 감독님만의 느낌으로 풀어낸 것 같아요.",7
내 편은 누구?! 정당한 정체성을 갖은 신념으로 뭉친 애국심이 의롭고 아름답게 용감했다.,10
재밌구만. 사람이 달라보임.,10
"나름 괜찮았다. 정말 멋진 영화를 기대한다면 오스카 수상작을 봐라. 상업영화는 재밋으면 된다. 중국처럼 장풍쓰고 날아다니는 말도 안되는영화, 일본 사무라이 영화처럼 옷깃도 못건드리고 한칼에 낙엽처럼 쓰러지는 뻥쟁이 영화보다 리얼한 액션이 좋았다. 신현준이라는 배우의 연기와 감초연기의 달인 이문식, 국밥집 여주인 김민경, 심지어 아역의 연기도 잘 어우러졌다. 다 보고 돈아깝다느니 하는건 뒷담화에 블과하다. 현장에서 본대로 평가하자. 그냥 재밋었다. 속편도 나왔음 좋겠다",10
아마 감성적으로 이해하면 엄청나게 재밌고 좋은작품... 하지만 스토리 연계성을 봤을땐 조금 부족한부분들이 있긴했음! 그래도 엄청 재밌게봤다.. 영상미는 물론이요 먼가 상상도 못했던 소재?ㅠ,9
"실제 있었던 일을 모티브로 영화를 만들었음에도 불구하고우리는 왜 영화를 보고나서야 심각하다고 느끼고 알았을까요?영화가 주는 순기능일지 모르지만 너무 부끄럽고, 미안했어요.",10
"그냥 개연성 핍진성 다 부족함하울 파쿠리에다 관객수만 늘리려고 대중성 뻥튀기 느낌지진을 주제로 삼은건 좋은데 그 외 아무것도 남지 안음후반부 전,결 부분 너무 지루함 킬링타임용 애니로도 아까움그렇다고 해서 엄청난 의미나 함축된 주제,뜻이 있냐하면 그것도 아님그냥 전형적인 판타지물 만들어놓고 나머지는 님이 알아서 생각하세요 느낌영화가 불친절함, 하지만 ㄱ 불친절함을 넘어 영화의 의미마저 찾아야 하는 이유를 모르겠음. 예를 들어 테넷같은 경우는 영화가 불친절 했음에도 불구하고 몇회차 보면 그 숨은 뜻이 이해되고 영화 내에서 전부 이해가 가능함. 하지만 스즈메는? 그런거 없고 다 님이 생각해야됨 그렇다고 해서 판타지가 또 촘촘히 짜여진 것도 아님. 총체적으로 말하면 애 시간,돈 다 아까운 영화였음",1
와 진짜 내가 본영화 중에서 이게 뭔 스토린지 이해가 안가요…. 화면 그리고 장면은 너무나도 예쁜데 개연성일도 없고 저는 이게 뭔영환지 잘 모르겠습니다;;,2
지금 보고 왔는데아직까지. 여운이...또 보고 싶네요.아~~내가 나이를 이렇게 막었다니 ㅜㅜ,10
솔직히 그냥 그럼....,1
가장 애정하는 코미디 영화. 벌써 몇번을 봤는데 볼때마다 웃김. 나홀로집에와 맞먹는 명작,10
너의 이름은 때문에 너무 기대했나.. 안그래도 별로였는데 옆뒤 쌍으로 웃기지도 않은 포인트에 하하호호 꺄르르 거리는 커플들 때문에 더 짜쯩 이빠이,3
한마디로 표현 합니다    인 생 영 화,10
난리 벗구통 우주 통합 타이틀매치,6
한줄평 때문에 반대급부 평점좀 하지 맙시다.아닌건 아닌거죠.배우들은 무슨 죄 에휴,1
다이진 귀엽다 ㅠㅠ 모두들 행복한 세상을 위해,8
최악이다 진짴ㅋ 그냥 스토리가 OOO기,1
재능과 환경이 부럽다.,10
ㅋㅋㅋ 재밌는데요? 이정도면 재밌는데 완전 빵터진게 4번 ㅋㅋㅋ 웃겼음,10
ㅋㅋㅋ 재밌는데요? 이정도면 재밌는데 완전 빵터진게 4번 ㅋㅋㅋ 웃겼음,10
ㅋㅋㅋ 재밌는데요? 이정도면 재밌는데 완전 빵터진게 4번 ㅋㅋㅋ 웃겼음,10
"전쟁 당시의 모습을 미화하지않고 현실적으로 보여주면서 그 사이에 발생하는 동족상잔의 비극, 형제간의 우애, 그시대의 순수함을 보여주는 작품",10
영화를 다 이해하기엔 제가 너무 부족하네요...,10
온우주가 도와줄꺼에요. 사랑하라고…함께있으라고. 다시한번 봐야겠어,10
거장의 클래스는 어디 가지 않는구나. 영화라는 것이 더욱 더 사랑스러워진다.,9
카메라 속에 담은 모든 진짜와 가짜들..나는 이 영화가 너무 좋다,10
신고,10
연기도 너무 잘들하고 소재도 신선하고 너무 잼있게봤어요 신남 이랑 청담 연기하신 연기자분들 특히 연기넘 잘하시네요 다른작품에서도 많이 볼수있었음 좋겠어요,10
마음 놓고 재밌게 웃을수 있는 영화. 남편이랑 나와서도 직진 교차로 놀이 하면서 깔깔 웃었어요,10
진짜 재밌다 현실을 잘 반영함,8
신고,10
김다미 전소니 연기가 좋았고 스토리 재밌습니다 잔잔하면서 지루하지 않음,10
오글거리지만 그 모든걸 상쇄할만한 양상미가 있네요마치 비쥬얼이 뛰어나지만 음악적으론 잘만들지 못한 그러나 인기는 많은 아이돌(모든 아이돌이 그렇다는거 아닙니다)같은 느낌 입니다,4
누군가 그랬다.. 개그맨이 연출한다고 무조건 비판하는 건 아니라고.. 근데  적어도 고생했네.. 정도만 찍었어도 이렇게 욕은 안할거 같다. 차라리 자신이 부족한 걸 알면 조감독을 해서 더 배우던.. 이건 뭐 인맥자랑에.. 까메오도 놀랍지도 않았고...  올해 한국영화중 거의 최악이었따 ㅜ,2
시간 아깝다 ㅜㅜ 폭망ㅜㅜ,2
볼만했다 마리오 매력 쩜.,8
예상되는 내용이었지만 큰 음모나 악역이 없어서 오히려 마음 편히 웃고 볼 수 있어서 전 좋았어요.특히 배우들이 다 연기를 잘하고 개그맨들도 조금씩 나와서 더 맛깔스러웠어요.봄날씨에 그냥 아무 생각 없이 보기 좋을듯!그리고 은근 여운이 남아요 ㅋㅋㅋ 웅며듭니다,10
영상미 귀엽구 이뻐요 내용도 재밋어요,7
비긴어게인은 말해뭐해... 인생작..,10
내가 고등학교때 나온 영화인데 이제 나이를 먹고 초등6학년 아들에게 보여주는중....ㅎ,10
감히 해리포터랑 이 명작을 비교하다니...,10
여자가 다했다. 더 흥해라,10
이제 감독의 내리막길 시작을 알리는 영화,1
코믹한듯하면서 감동적이에욤 보스베이비 너무 귀여움 ㅜ,8
원작을 한국식으로 잘해석한 수작,10
기대한만큼 재미있었어요. 연기도 좋았고,10
헤어질 결심과 헤어질 결심을 못하겠다,10
내가 살다가 엄복동보다 재미없는 영화는 23년에 보게 될줄이야....,2
신고,10
남자배우 그.. 씬에서 표정이 띠용~  영구같음..,10
한국인이라면 꼭 봐야하는 영화... 너무 잘 봤습니다 가슴이 절절히 울리네요 평소 독립영화를 너무 좋아하는 사람으로써 손에 꼽을 정도로 인상깊은 영화입니다,10
오랜만에 너무 재미있는 영화 최고,10
영상미는 너무 뛰어나요. 처음부터 예쁜 화면이 나오는데 너무 황홀했고 예뻤어요. 근데 뒤로 갈수록 지루하고 개연성이 너무 떨어진다고 생각했습니다. 그만 보고 집에 가고 싶다는 생각까지 들었습니다. 너의이름은에 비해 굉장이 아쉽다는 생각이 들었어요,1
캬 다 망했죠인류 몰살 엔딩삽시간만에 코끼리보다 커질듯,10
찐한 감동이 있어요. 아들과 잼있게 보았어요,10
진짜 보고나서 여운이 엄청 쎄게 오는 영화...,10
아니 재밌는데 평점테러 뭐냐 ㅋㅋㅋㅋ,10
"간통,사기,조폭 게임 끝난거 아님? 뭐가 좋다고 이런걸 넣어서 만듬",2
시간이 지날수록 더 강하게 와닿는다,10
.,9
어른이 돼서 다시봅니다 최고의 영화,10
잘보고 갑니다~ 웅남쓰~,10
짱 슬프고 끝까지 따듯해용,10
신고,10
What the f$ck is this movie??,4
통유리 위에서의 액션씬은 꽤 훌륭하다.,6
모는게 부드럽고 감미로운 영화수작이다,10
.,9
솔직히 개인적으로는 앤드류가 낫기는 했지만 토비도 토비만의 매력이 충분히 있다.,10
재밌음 !!! 가볍게보기 딱좋아요. 넷플 올라와서 봤는데 재밌네요,10
"연기, 연출, 영상미 삼박자가 다 잘맞아 떨어졌다. 마지막 여운까지 완벽…!",10
신고,6
그 무엇보다 개인적이지만 그 누구보다 인간적인 영화,10
느므무섭다 ㄷㄷㄷ깜놀,10
감독이 중2병 걸린듯..보는내내 오글거려 죽는줄알았네,2
신고,10
/,10
진짜 너무 재밌어서 눈물남…,10
한국 영화 위기론의 근본적인 단면,5
정유미를 다시봤습니다부산행의 공유와 크로스되면서 새롭게 흐르는 시놉시스,10
개연성없고 재미없는 이야기,2
음... 평점 믿고 갔다가 아놔,1
평론가호평 카테고린데 관전포인트가 무었인지 궁금,4
네이버 평점이 조작일 수 있음을 영화를 보고 리뷰하러 오니 알게됨. 미안하지만 하나 주는 것도 아깝다는 생각이 진심. CGV 예매하고 자리 정항때 2열 종대로 두 줄이 주욱 예약되어 있길래 많이보는구나 하고 생각하고 예매했는데 극장에는 두 커플만 있더라. CGV도 낚시한거임. 한국 영화를 위해 제발 이렇게 만들지 않았으면 좋겠다. 연출 최악!,2
진짜 재미없어요...ㅋㅋ;;;,2
몇 번이고 다시 보고 싶은 잔잔한 감동의 영화OST와 함께 과거속으로 빠져드네요,10
글쎄... 평점이 왜케 높은지... 극장에서 봤으면... 어휴... 돈버릴번~~,2
스토리는 좀 약한데 배우들 연기는 인정!,10
신고,2
재밌다는 말로 끝내기엔 너무 아까운 작품. 재미의 그 이상.. 여운이 오래 남는..,10
요즘 이런 자극적인 코미디가 필요했어~~,10
진서연 김주혁 박혜준 연기가 머릿속에서 계속 맴돌아요 넷플 익스탠디드컷 떠서 다시보먄서 세 연기자 부분 무한 돌려보기중 마약한것도 아닌데 헌기증나는느낌 와 진짜 멋있어 솔찍히 스토리나 연출는 그냥 그래요7점도 아깝지  그치만 주연조연들의 열현은 몰입도 10점이라 10점드림,10
